License Number,Facility Name,DBA,Facility Type,Street,City,ZIP Code,Date Updated
402R-00937,FIRST CLASS 2 LLC,Elite,Retail Marijuana Store,605 South Havana Street,Denver,80247,2025-05-01
402R-00150,FLOWER POWER BOTANICALS LLC,None,Retail Marijuana Store,1308 -1310 Duff Drive,Fort Collins,80524,2025-05-01
402R-01101,FOUNTAIN ORGANICS LLC,None,Retail Marijuana Store,5421 Rio Vista Drive Suite 200,Colorado Springs,80917,2025-05-01
402R-00192,FOX STREET WELLNESS LLC,Fox Cannabis; Fox 5280,Retail Marijuana Store,4773 North Fox Street,Denver,80216,2025-05-01
402R-00496,FREEDOM ROAD GARDEN LTD,Freedom Road,Retail Marijuana Store,2600 Freedom Road,Trinidad,81082,2025-05-01
402R-00584,FREEDOM ROAD GARDEN MAIN LLC,Freedom Road,Retail Marijuana Store,514 West Main Street,Trinidad,81082,2025-05-01
402R-00895,FRESH BAKED LLC,Fresh Baked,Retail Marijuana Store,2535 Pearl Street,Boulder,80302,2025-05-01
402R-00132,FRESH ORGANIC LLC,Fresh Cannabis,Retail Marijuana Store,"11450 Cherokee Street, Units A6 and A7,",Northglenn,80234,2025-05-01
402R-00100,FRONT RANGE CANNABIS INC,Rocky Mountain Cannabis,Retail Marijuana Store,183 West Alameda Avenue,Denver,80223,2025-05-01
402R-00615,FROZEN SMOKE DISPENSARY LLC,Frozen Smoke Dispensary,Retail Marijuana Store,"500 West Highway 50, Unit 103,",Gunnison,81230,2025-05-01
402R-01032,FRYE STOP DISPENSARY LLC,Barn Buds Dispensary,Retail Marijuana Store,"101 West Bridge Street, Unit 1",Hotchkiss,81419,2025-05-01
402R-00296,FUTUREVISION LTD,Medicine Man,Retail Marijuana Store,1901 South Havana Street,Aurora,80014,2025-05-01
402R-00034,FUTUREVISION LTD,Medicine Man,Retail Marijuana Store,4750 North Nome Street,Denver,80239,2025-05-01
402R-00103,GANJA GOURMET LLC,Ganja Gourmet,Retail Marijuana Store,1810 South Broadway,Denver,80210,2025-05-01
402R-00475,GARDEN GREENS LLC,Strawberry Fields,Retail Marijuana Store,4116 Nature Center Road,Pueblo,81003,2025-05-01
402R-00218,GAS AND GRASS LLC,Lemonade,Retail Marijuana Store,"4500 North Washington Street, Unit B",Denver,80216,2025-05-01
402R-00127,GATSBY HOLDINGS LLC,Billo,Retail Marijuana Store,3150 Ingles Lane,Steamboat Springs,80487,2025-05-01
402R-00131,GEORGE TOWN CANNABIS INC,Rocky Mountain Cannabis,Retail Marijuana Store,1410 Argentine Street,Georgetown,80444,2025-05-01
402R-01082,GL INDUSTRIAL,Grow Life INC,Retail Marijuana Store,115 East Garden of the Gods Road,Colorado Springs,80907,2025-05-01
402R-00887,GM 2280 LLC,Golden Meds,Retail Marijuana Store,2280 South Quebec Street Unit G,Denver,80231,2025-05-01
402R-00930,GM 4401 LLC,Elite Cannabis,Retail Marijuana Store,4401 Zenobia Street,Denver,80212,2025-05-01
402R-00165,GM BROADWAY LLC,Golden Meds,Retail Marijuana Store,1755 South Broadway,Denver,80210,2025-05-01
402R-00164,GM BROADWAY LLC,Mecca,Retail Marijuana Store,330 North Federal Boulevard,Denver,80219,2025-05-01
402R-01103,GM CO SPRINGS LLC,Golden Meds,Retail Marijuana Store,329 East Pikes Peak Avenue,Colorado Springs,80903,2025-05-01
402R-00293,GM HAVANA LLC,Mecca,Retail Marijuana Store,503 Havana Street,Aurora,80010,2025-05-01
402R-00249,GM INC,GREEN WORLD,Retail Marijuana Store,401 4th Avenue,Fort Garland,81133,2025-05-01
402R-00904,GM LAKEWOOD LLC,MECCA,Retail Marijuana Store,2636 Youngfield Street,Lakewood,80215,2025-05-01
402R-00121,GM SANTA FE LLC,Elite Cannabis,Retail Marijuana Store,1410 South Santa Fe Drive,Denver,80223,2025-05-01
402R-00747,GOLD & T LLC,The Health Center,Retail Marijuana Store,537 Canyon Boulevard,Boulder,80302,2025-05-01
402R-00988,GOLDEN ALTERNATIVE MEDICINE LLC,Verts Neighborhood Dispensary,Retail Marijuana Store,511 Orchard Street 2nd Floor,Golden,80401,2025-05-01
402R-01012,GOLDEN ROOKIE LLC,None,Retail Marijuana Store,605 Grand Avenue,Grand Junction,81501,2025-05-01
402R-00959,GOODFLOWER LLC,Goodflower LLC ,Retail Marijuana Store,1101 Village Road UL4B & UL5B,Carbondale,81623,2025-05-01
402R-00866,GOWERHADLEY ENTERPRISES LLC,Honeybear Apothecary,Retail Marijuana Store,227 East Victory Way,Craig,81625,2025-05-01
402R-00950,GRAND MESA GROUP INC,PUR CANNABLISS,Retail Marijuana Store,130 North Grand Mesa Drive,Cedaredge,81413,2025-05-01
402R-01001,GRASSBERRIES LLC,None,Retail Marijuana Store,213 US Highway 85 Building 2,Ault,80610,2025-05-01
402R-00161,GREAT DIVIDE LETTUCE COLONY INC,None,Retail Marijuana Store,2313 Colorado Boulevard,Idaho Springs,80452,2025-05-01
402R-00985,GREAT DIVIDE LETTUCE COLONY INC,None,Retail Marijuana Store,78902 US Highway 40,Winter Park,80482,2025-05-01
402R-00430,GREEN AROUND YOU MERGERCO LLC,Golden Meds,Retail Marijuana Store,"970 South Oneida Street, Unit 15",Denver,80224,2025-05-01
402R-00522,GREEN CROSS COLORADO LLC,The Tumbleweed Dispensary,Retail Marijuana Store,"150 South Columbine Court, Unit 100",Parachute,81635,2025-05-01
402R-00814,GREEN CROSS LLC ,Green Cross of Cherry Creek,Retail Marijuana Store,"3400 South Oneida Way, Suite 101",Denver,80224,2025-05-01
402R-01111,GREEN FARMS LLC,None,Retail Marijuana Store,3629 Galley Road,Colorado Springs,80909,2025-05-01
402R-00492,GREEN FIELDS LLC,GreenFields,Retail Marijuana Store,1798 West Mississippi Avenue,Denver,80223,2025-05-01
402R-00872,GREEN GARDENS LLC,Green Fields,Retail Marijuana Store,2038 South Navajo Street,Denver,80223,2025-05-01
402R-00454,GREEN KIWI 1 LLC,LivWell,Retail Marijuana Store,3955 North Oneida Street,Denver,80207,2025-05-01
402R-00112,GREEN KIWI 2 LLC,LivWell,Retail Marijuana Store,706 East 17th Avenue Suite 102,Denver,80203,2025-05-01
402R-00111,GREEN KIWI 2 LLC,LivWell,Retail Marijuana Store,"6651 North Tower Road, Suite 120",Denver,80249,2025-05-01
402R-00355,GREEN KIWI 4 LLC,LivWell,Retail Marijuana Store,1819 East Main Street,Cortez,81321,2025-05-01
402R-00356,GREEN KIWI 5 LLC,LivWell,Retail Marijuana Store,101 West Railroad Avenue,Mancos,81328,2025-05-01
402R-00337,GREEN LIFE SOLUTIONS LLC,Green Tree ,Retail Marijuana Store,10575 Melody Drive Suite 101,Northglenn,80234,2025-05-01
402R-00373,GREEN MAN COLORADO LLC,TREES,Retail Marijuana Store,7289 East Hampden Avenue,Denver,80224,2025-05-01
402R-01052,GREEN MEADOWS DISPENSARY LLC ,None,Retail Marijuana Store,836 North Highway 50 Business Loop,Olathe,81425,2025-05-01
402R-00212,GREEN MEDICINE LLC,The Green Joint,Retail Marijuana Store,1030 Grand Avenue,Glenwood Springs,81601,2025-05-01
402R-01084,GREEN PHARM II LLC,None,Retail Marijuana Store,4335 North Academy Boulevard suite 100,Colorado Springs,80918,2025-05-01
402R-00956,GREEN REMEDY LLC,Green Remedy,Retail Marijuana Store,1052 South Quebec Street,Denver,80231,2025-05-01
402R-00603,GREEN SATIVA LLC,None,Retail Marijuana Store,2426 South Federal Boulevard,Denver,80219,2025-05-01
402R-00344,GREEN SATIVA LLC,None,Retail Marijuana Store,"755 South Federal Boulevard, Units 4 & 5",Denver,80219,2025-05-01
402R-00697,GREEN SATIVA LLC,None,Retail Marijuana Store,"8411 Pecos Street, Unit G & H",Federal Heights,80260,2025-05-01
402R-00771,GREEN TREE BERTHOUD LLC,Green Tree,Retail Marijuana Store,1090 North 2nd Street,Berthoud,80513,2025-05-01
402R-00997,GREEN TREE BOULDER LLC,Green Tree Medicinals,Retail Marijuana Store,3141-3151 Walnut Street,Boulder ,80301,2025-05-01
402R-00547,GREEN WORLD EXPRESS INC,Green World Express,Retail Marijuana Store,5320 US Highway 285,Antonito,81120,2025-05-01
402R-00676,GREENER PASTURE COMPASSION CENTER LLC,VERDE Natural,Retail Marijuana Store,5101 East Colfax Avenue,Denver,80220,2025-05-01
402R-00567,GROW DISPENSARY INC,The BUZZ,Retail Marijuana Store,"67 North Silicon Drive, Unit 130 ",Pueblo West,81007,2025-05-01
402R-00535,GT RETAIL LLC,None,Retail Marijuana Store,12626 North 107 Street,Longmont,80504,2025-05-01
402R-00509,GUNNISON CANNABIS LLC,Rocky Mountain Cannabis,Retail Marijuana Store,901 West New York Avenue Unit B,Gunnison,81230,2025-05-01
402R-00499,GUNNISON INVESTMENTS LLC,The Dispensary,Retail Marijuana Store,"500 West Highway 50, Unit 101",Gunnison,81230,2025-05-01
402R-00674,GWS PLAZA GREEN JOINT LLC,The Green Joint,Retail Marijuana Store,716 Grand Avenue,Glenwood Springs,81601,2025-05-01
402R-00062,Golden Meds Mergerco LLC,Golden Meds,Retail Marijuana Store,4620 North Peoria Street,Denver,80239,2025-05-01
402R-00457,HADCAV ENTERPRISES INC,Pure Marijuana Dispensary,Retail Marijuana Store,5702 East Colfax Avenue,Denver,80220,2025-05-01
402R-00803,HARVESTS LLC ,Harvest,Retail Marijuana Store,875 Crane Ridge Drive,Pueblo,81008,2025-05-01
402R-00092,HCH2 LLC,None,Retail Marijuana Store,40 South Main Street,Alma,80420,2025-05-01
402R-00901,HEALING HOUSE LAKEWOOD LLC,Ascend Cannabis CO.,Retail Marijuana Store,10712 West Alameda Avenue,Lakewood,80226,2025-05-01
402R-00553,HEALTH SERVICES LLC,GREEN DREAM CANNABIS,Retail Marijuana Store,"6700 Lookout Road, Suite 5",Boulder,80301,2025-05-01
402R-01106,HERBAL HEALING LLC,Herbal Healing,Retail Marijuana Store,408 East Fillmore Street Suite 110,Colorado Springs,80907,2025-05-01
402R-00543,HERBAL HEALTH LLC,Local Product of Colorado,Retail Marijuana Store,419 West 13th Avenue,Denver,80204,2025-05-01
402R-00799,HERBAL OUTFITTERS LLC,The Green Joint,Retail Marijuana Store,2102 Airport Road  Suite A,Rifle,81650,2025-05-01
402R-00215,HERBAL WELLNESS LLC,herbal wellness llc,Retail Marijuana Store,"400 West South Boulder Road, Suite 2700",Lafayette,80026,2025-05-01
402R-00105,HG LTD,Higher Grade,Retail Marijuana Store,1269 North Elati Street,Denver,80204,2025-05-01
402R-01040,HGS LLC,High Grade Specialists ,Retail Marijuana Store,2149 Eagle Drive,Pagosa Springs,81147,2025-05-01
402R-00247,HGS LLC,High Grade Specialists,Retail Marijuana Store,"600 Cloman Boulevard, Units 1 & 2",Pagosa Springs,81147,2025-05-01
402R-00685,HIGH COLORADO PARACHUTE LLC,High Colorado,Retail Marijuana Store,254 South Railroad Avenue,Parachute,81635,2025-05-01
402R-00317,HIGH COUNTRY SUPPLY LLC,Colorado Harvest Company,Retail Marijuana Store,11002 East Yale Avenue Unit A,Aurora,80010,2025-05-01
402R-00078,HIGH COUNTRY SUPPLY LLC,Colorado Harvest Company,Retail Marijuana Store,1568 South Broadway,Denver,80210,2025-05-01
402R-00077,HIGH COUNTRY SUPPLY LLC,Colorado Harvest Company,Retail Marijuana Store,1178 South Kalamath Street,Denver,80223,2025-05-01
402R-00791,HIGH DEMAND LLC,Terps,Retail Marijuana Store,38 North Silicon Drive,Pueblo West,81007,2025-05-01
402R-00797,HIGH OCTANE LLC,None,Retail Marijuana Store,8910 South Interstate 25,Pueblo,81004,2025-05-01
402R-00488,HIGH PLAINS STRAINS LLC,High Plainz Strains & Dispensary LLC,Retail Marijuana Store,17280 North Frontage Road,Log Lane Village,80705,2025-05-01
402R-00122,HIGH PLAINZ STRAINS II LLC,None,Retail Marijuana Store,2506 6th Avenue,Garden City,80631,2025-05-01
402R-00862,HIGH PLAINZ STRAINS III LLC,None,Retail Marijuana Store,"114 First Street, Unit A",Sedgwick,80749,2025-05-01
402R-01010,HIGH PLAINZ STRAINS OF AULT INC,None,Retail Marijuana Store,123 US Highway 85,Ault,80610,2025-05-01
402R-00960,HIGH PLAINZ STRAINS OF FORT LUPTON INC,None,Retail Marijuana Store,1330 Factory Circle,Fort Lupton,80621,2025-05-01
402R-01034,HIGH STAKES LEAFERY LLC,None,Retail Marijuana Store,324 Highway 67 #D,Cripple Creek,80813,2025-05-01
402R-00880,HIGH WAYS CO LLC,High Ways Dispensary,Retail Marijuana Store,2255 West Victory Way,Craig,81625,2025-05-01
402R-00574,HIGHWAY 40 LLC,Bonfire Cannabis Company,Retail Marijuana Store,8 County Road 821,Tabernash,80478,2025-05-01
402R-00898,I & S LLC,SILVER STEM FINE CANNABIS,Retail Marijuana Store,1086 West Littleton Boulevard,Littleton,80120,2025-05-01
402R-00035,IDAHO SPRINGS LLC,Bonfire Cannabis,Retail Marijuana Store,15 Colorado Boulevard,Idaho Springs,80452,2025-05-01
402R-00495,IEROS LLC,Life Flower Dispensary,Retail Marijuana Store,3450 North Brighton Boulevard,Denver,80216,2025-05-01
402R-00481,IEROS LLC,Life Flower Dispensary,Retail Marijuana Store,4966 Leetsdale Drive,Glendale,80246,2025-05-01
402R-00489,IGADI LTD,IgadI,Retail Marijuana Store,171 Lawrence Street,Central City,80427,2025-05-01
402R-00994,IGADI LTD,Igadi,Retail Marijuana Store,791 Pine Ridge Road Unit 4,Golden,80403,2025-05-01
402R-00838,IGADI LTD,IgadI,Retail Marijuana Store,"843 West Agate Avenue, Unit A",Granby,80446,2025-05-01
402R-00115,IGADI LTD,Igadl,Retail Marijuana Store,2818 Colorado Boulevard,Idaho Springs,80452,2025-05-01
402R-00678,IGADI LTD,IgadI,Retail Marijuana Store,1325 South Public Road,Lafayette,80026,2025-05-01
402R-00827,IGADI LTD,IgadI,Retail Marijuana Store,1655 Courtesy Road ,Louisville,80027,2025-05-01
402R-00772,IGADI LTD,IgadI,Retail Marijuana Store,4170 Ute Highway,Lyons,80540,2025-05-01
402R-00461,IGADI LTD,Igadi,Retail Marijuana Store,92 East 1st Street Unit A,Nederland,80466,2025-05-01
402R-00529,IGADI LTD,Igadi,Retail Marijuana Store,11919 Washington Street,Northglenn,80233,2025-05-01
402R-00336,INDOOR HORTICULTURE CENTERS LLC,Sante' Alternative Wellness,Retail Marijuana Store,742 1/2 Main Avenue,Durango,81301,2025-05-01
402R-00263,J and J ENTERPRISES INC,Pagosa Therapeutics,Retail Marijuana Store,235 Bastille Drive,Pagosa Springs,81147,2025-05-01
402R-00534,J and J ENTERPRISES INC,The Green House Pagosa,Retail Marijuana Store,270 East Pagosa Street,Pagosa Springs,81147,2025-05-01
402R-00221,J&R PARTNERS LLC,Native Roots Vail,Retail Marijuana Store,41290 Highway 6  Unit B5,Avon,81620,2025-05-01
402R-00108,JEM DUTCH ACRES LLC,Earl's,Retail Marijuana Store,115 Harrison Avenue,Leadville,80461,2025-05-01
402R-00915,JET BLACK ENTERPRISES LLC,Leiffa,Retail Marijuana Store,6900 West Colfax Avenue,Lakewood,80214,2025-05-01
402R-00004,JGB VENTURES LLC,DANK,Retail Marijuana Store,"3835 North Elm Street, Unit C",Denver,80207,2025-05-01
402R-00444,JJC ENTERPRISES INC,Rocky Mountain Blaze,Retail Marijuana Store,78 North Precision Drive,Pueblo West,81007,2025-05-01
402R-00667,JOE CAL ENTERPRISES INC,Pagosa Craft,Retail Marijuana Store,127 Goldmine Drive,Pagosa Springs,81147,2025-05-01
402R-01095,JOINT SUCCESS LLC,None,Retail Marijuana Store,2222 West Colorado Avenue,Colorado Springs,80904,2025-05-01
402R-00135,JOIS LLC,SILVER STEM FINE CANNABIS,Retail Marijuana Store,3702 West Quincy Avenue,Denver,80236,2025-05-01
402R-00305,JS INVESTMENTS AURORA LLC,JARS Cannabis,Retail Marijuana Store,"4343 South Buckley Road, Unit E",Aurora,80015,2025-05-01
402R-00304,JS INVESTMENTS AURORA LLC,JARS Cannabis,Retail Marijuana Store,6260 South Gun Club Road,Aurora,80016,2025-05-01
402R-00056,JS INVESTMENTS LLC,JARS Cannabis,Retail Marijuana Store,401 16th Street,Denver,80202,2025-05-01
402R-00995,JUNGLE FEVA LLC,None,Retail Marijuana Store,3615 South Tamarac Drive Unit 110,Denver,80237,2025-05-01
402R-00590,JVT ENTERPRISES INC,COLORADO CANNABIS CONNECTION,Retail Marijuana Store,"4550 South Kipling Street, Unit 4",Denver,80127,2025-05-01
402R-00829,JWJ INC,The Green House Durango,Retail Marijuana Store,730 South Camino Del Rio,Durango,81301,2025-05-01
402R-00768,JWJ INC,The Green House Silverton,Retail Marijuana Store,"71463 US Highway 550, Unit A,",Silverton,81433,2025-05-01
402R-01016,K&P ENTERPRISE LLC,Blazing Hippie,Retail Marijuana Store,123 West Cedar Street,Trinidad,81082,2025-05-01
402R-01059,KAI DISPENSARY LLC, KAI Dispensary,Retail Marijuana Store,932 South Avenue,Grand Junction,81501,2025-05-01
402R-00176,KARING KIND LLC,Karing Kind,Retail Marijuana Store,5854 Rawhide Court,Boulder,80302,2025-05-01
402R-00744,KARMACEUTICALS LLC,Karmaceuticals,Retail Marijuana Store,4 South Santa Fe Drive,Denver,80223,2025-05-01
402R-00946,KATERHOLZIG LLC,The Snowmass Dispensary,Retail Marijuana Store,16 Kearns Road Suite 202,Snowmass Village,81615,2025-05-01
402R-00071,KAZIMER LLC,Rocky Mountain High,Retail Marijuana Store,6666 East 44th Avenue,Denver,80216,2025-05-01
402R-00264,KENDALL MOUNTAIN LLC,Silverton Green Works,Retail Marijuana Store,1333 Greene Street,Silverton,81433,2025-05-01
402R-00758,KGBI COLORADO LLC,SPARK Dispensary,Retail Marijuana Store,4799 North Colorado Boulevard,Denver,80216,2025-05-01
402R-00516,KIND CARE OF COLORADO LLC,Kind Care of Colorado,Retail Marijuana Store,6617 South College Avenue Building A,Fort Collins,80525,2025-05-01
402R-00852,KIND CRAIG LLC,BlackJack Cannabis,Retail Marijuana Store,33 West Victory Way,Craig,81625,2025-05-01
402R-00867,KIND EATERY LLC,THE KIND CASTLE ,Retail Marijuana Store,690 West Victory Way,Craig,81625,2025-05-01
402R-00370,KIND LOVE LLC,Kind Love,Retail Marijuana Store,4380 East Alameda Avenue,Glendale,80246,2025-05-01
402R-00796,KIND LOVE MJH LLC,Kind Love Express,Retail Marijuana Store,3899 North Quentin Street,Denver,80239,2025-05-01
402R-01062,KIND OLATHE LLC,KIND CASTLE ORGANIC CANNABIS,Retail Marijuana Store,901 North Highway 50 Business Loop,Olathe,81425,2025-05-01
402R-01038,KIND WEST GLENWOOD LLC,KIND CASTLE,Retail Marijuana Store,150 Wulfsohn Road,Glenwood Springs,81601,2025-05-01
402R-00798,KINFOLK FARMS LLC,Kinfolk Farms,Retail Marijuana Store,83 Davidson Creek Road,Durango,81301,2025-05-01
402R-00318,KUSH GARDENS LLC,Kush Gardens LLC,Retail Marijuana Store,4550 Highway 6 and 24 Unit A,De Beque,81630,2025-05-01
402R-00830,KUSH MOUNTAIN LLC,Wild Wild Weed,Retail Marijuana Store,335 6th Street,Las Animas,81054,2025-05-01
402R-00207,L'EAGLE SERVICES LLC,L'Eagle,Retail Marijuana Store,380 North Quivas Street,Denver,80223,2025-05-01
402R-00007,L3ASTOCKCOMPLEX LLC,JARS Cannabis,Retail Marijuana Store,1845 North Federal Boulevard Suite 120,Denver,80204,2025-05-01
402R-00429,"LA CASA CANNA ""BIS"" INC",None,Retail Marijuana Store,110 Main Street,San Luis,81152,2025-05-01
402R-01037,LB PEARL LLC,Magic City Cannabis,Retail Marijuana Store,2336 Pearl Street,Boulder,80302,2025-05-01
402R-00677,LBW CONSULTING GROUP LLC,Seed & Smith,Retail Marijuana Store,5070 North Oakland Street,Denver,80239,2025-05-01
402R-00592,LEVELS IV INC,Levels IV Inc,Retail Marijuana Store,5201 West 48th Avenue,Denver,80212,2025-05-01
402R-00916,LEVELS IV INC,"Levels IV, Inc.",Retail Marijuana Store,389 Wadsworth Boulevard,Lakewood,80226,2025-05-01
402R-00130,LGK LLC,Strawberry Fields,Retail Marijuana Store,"3435 South Yosemite Street, Suite 200",Denver,80231,2025-05-01
402R-00913,LIBERTYS LLC,Pinnerz Recreational ,Retail Marijuana Store,23 North Highway 17,Hooper,81136,2025-05-01
402R-00193,LIFTREAT INVESTMENT GROUP LLC,Cannabis Studio,Retail Marijuana Store,2539 Pearl Street,Boulder,80302,2025-05-01
402R-00579,LIGHTSHADE LABS LLC,Lightshade,Retail Marijuana Store,16821 East Iliff Avenue,Aurora,80014,2025-05-01
402R-00037,LIGHTSHADE LABS LLC,Lightshade ,Retail Marijuana Store,5885 East Evans Avenue,Denver,80222,2025-05-01
402R-00106,LIGHTSHADE LABS LLC,Lightshade,Retail Marijuana Store,330 South Dayton Street,Denver,80247,2025-05-01
402R-00684,LIGHTSHADE LABS LLC,Lightshade,Retail Marijuana Store,9364 Federal Boulevard ,Federal Heights,80260,2025-05-01
402R-00194,LIVWELL I LLC,LivWell,Retail Marijuana Store,"2647 8th Avenue, Unit B",Garden City,80631,2025-05-01
402R-00168,LIVWELL III LLC,LivWell,Retail Marijuana Store,1941 West Evans Avenue,Denver,80223,2025-05-01
402R-00806,LIVWELL IV LLC,LivWell,Retail Marijuana Store,2565 North Interstate 25,Pueblo,81008,2025-05-01
402R-00766,LIVWELL IX LLC,LivWell,Retail Marijuana Store,"8860 Federal Boulevard, Suite 66E",Federal Heights,80260,2025-05-01
402R-00672,LIVWELL V LLC,LivWell,Retail Marijuana Store,1239 Southgate Place,Pueblo,81004,2025-05-01
402R-00352,LIVWELL VI LLC,LivWell,Retail Marijuana Store,124 Santa Fe Trail,Trinidad,81082,2025-05-01
402R-00235,LIVWELL VII LLC,LivWell,Retail Marijuana Store,900 North College Avenue,Fort Collins,80524,2025-05-01
402R-00655,LIVWELL VIII LLC,LivWell,Retail Marijuana Store,5846 Dahlia Street,Commerce City,80022,2025-05-01
402R-00333,LIVWELL X LLC,LivWell,Retail Marijuana Store,1401 North Peoria Street,Aurora,80011,2025-05-01
402R-00290,LIVWELL X LLC,LivWell,Retail Marijuana Store,19201 East Colfax Avenue,Aurora,80011,2025-05-01
402R-00775,LIVWELL X LLC,LivWell,Retail Marijuana Store,1015 North 2nd Street,Berthoud,80513,2025-05-01
402R-00085,LIVWELL X LLC,LivWell,Retail Marijuana Store,7795 East Belleview Avenue Unit 2,Denver,80237,2025-05-01
402R-00252,LIVWELL XII LLC,LivWell,Retail Marijuana Store,"130 Maine Street, Unit B",Log Lane Village,80705,2025-05-01
402R-00973,LIVWELL XIV LLC,LivWell,Retail Marijuana Store,137 Nickel Street,Broomfield,80020,2025-05-01
402R-00047,LIVWELL XVI LLC,LivWell,Retail Marijuana Store,4625 East Colfax Avenue,Denver,80220,2025-05-01
402R-00079,LIVWELL XVI LLC,LivWell,Retail Marijuana Store,2020 South Colorado Boulevard,Denver,80222,2025-05-01
402R-00903,LIVWELL XVI LLC,LivWell,Retail Marijuana Store,3600 South Wadsworth Boulevard Units C D & E,Lakewood,80235,2025-05-01
402R-00882,LOGD LLC,Lookout Tower,Retail Marijuana Store,800 West Rio Grande Avenue,Gunnison,81230,2025-05-01
402R-00847,LOUISVILLE SC LLC,Social Cannabis Dispensary,Retail Marijuana Store,1413 Hecla Way ,Louisville,80027,2025-05-01
402R-01006,LPCD LLC,The Dab,Retail Marijuana Store,4490 West 121st Avenue Suite 8,Broomfield,80020,2025-05-01
402R-00715,LS BOUTIQUES LLC,Lucy Sky Cannabis Boutique,Retail Marijuana Store,4444 South Federal Boulevard ,Sheridan,80110,2025-05-01
402R-01003,LUCKY ME DISPENSARY LLC,LUCKY ME DISPENSARY,Retail Marijuana Store,"2648 Patterson Road Suite E, F, & G",Grand Junction,81506,2025-05-01
402R-00229,MAGGIES FARM LLC,Maggie's Farm,Retail Marijuana Store,141 Manitou Avenue,Manitou Springs,80829,2025-05-01
402R-00908,MAGIC CITY FARMS 2 LLC,Magic City Cannabis,Retail Marijuana Store,3819 North Quentin Street,Denver,80239,2025-05-01
402R-00076,MAGNA MARKETING INC,Herbs 4 You,Retail Marijuana Store,20 East 9th Avenue,Denver,80203,2025-05-01
402R-00327,MAGNOLIA ROAD INC,Magnolia Road Cannabis Company,Retail Marijuana Store,1750 30th Street Unit 84A,Boulder,80301,2025-05-01
402R-00962,MAGNOLIA ROAD INC,Magnolia Road Cannabis Company,Retail Marijuana Store,1995 West Midway Boulevard,Broomfield,80020,2025-05-01
402R-01083,MAGNOLIA ROAD INC,Magnolia Road Cannabis Co.,Retail Marijuana Store,2489 South Academy Boulevard,Colorado Springs,80916,2025-05-01
402R-00811,MAGNOLIA ROAD INC,Magnolia Road Cannabis Company,Retail Marijuana Store,206 Elm Drive,Log Lane Village,80705,2025-05-01
402R-01067,MAGNOLIA ROAD INC,Magnolia Road Cannabis Company,Retail Marijuana Store,1472 East Chestnut Street,Sterling,80751,2025-05-01
402R-01066,MAGNOLIA ROAD INC,Sugarloaf Dispensary,Retail Marijuana Store,336 East Chestnut Street,Sterling,80751,2025-05-01
402R-00821,MAGNOLIA ROAD INC,Sugarloaf Dispensary,Retail Marijuana Store,411 North Commercial Street,Trinidad,81082,2025-05-01
402R-00569,MAGNOLIA ROAD INC,Magnolia Road Cannabis Company,Retail Marijuana Store,413 North Commercial Street,Trinidad,81082,2025-05-01
402R-00523,MAIN STREET CANNABIS,None,Retail Marijuana Store,401 West Main Street,Trinidad,81082,2025-05-01
402R-00148,MAKENA UNLIMITED LLC,Makena,Retail Marijuana Store,2568 South Broadway,Denver,80210,2025-05-01
402R-00787,MAMMOTH DURANGO LLC,The Homestead,Retail Marijuana Store,927 Highway 3,Durango,81301,2025-05-01
402R-01008,MAMMOTH DURANGO LLC,Mammoth Farms,Retail Marijuana Store,50562 County Road U,Saguache,81149,2025-05-01
402R-00228,MC LOUD LLC,Backcountry Cannabis Company,Retail Marijuana Store,"329 Belleview Avenue, Unit A",Crested Butte,81224,2025-05-01
402R-00154,MEDICAL MJ SUPPLY LLC,Best Colorado Cannabis,Retail Marijuana Store,4800 Lamar Street,Wheat Ridge,80033,2025-05-01
402R-00099,MEDICINAL WELLNESS CENTER LLC,Oasis Cannabis Superstore,Retail Marijuana Store,6359 East Evans Avenue,Denver,80222,2025-05-01
402R-00098,MEDICINAL WELLNESS CENTER LLC,Oasis Cannabis Superstore,Retail Marijuana Store,5440 West 44th Avenue,Mountain View,80212,2025-05-01
402R-00792,MESA ORGANICS II LTD,Star Buds,Retail Marijuana Store,611 East 6th Street,Ordway,81063,2025-05-01
402R-00765,MESA ORGANICS III LTD,Star Buds,Retail Marijuana Store,1315 Elm Avenue,Rocky Ford,81067,2025-05-01
402R-00841,MESA ORGANICS IV LTD,Star Buds,Retail Marijuana Store,420 Bent Avenue,Las Animas,81054,2025-05-01
402R-00102,METRO CANNABIS INC,SILVER STEM FINE CANNABIS,Retail Marijuana Store,8151 East Colfax Avenue,Denver,80220,2025-05-01
402R-00419,MILE HIGH DISPENSARY LLC,Mile High Dispensary,Retail Marijuana Store,1350 South Sheridan Boulevard Unit 1 & 2,Denver,80232,2025-05-01
402R-00045,MILE HIGH MEDICAL CANNABIS LLC,LIT,Retail Marijuana Store,1630 North Federal Boulevard,Denver,80204,2025-05-01
402R-00058,MILE HIGH MEDICAL CANNABIS LLC,LIT,Retail Marijuana Store,2001 South Broadway,Denver,80210,2025-05-01
402R-01007,MIRACLE FARMS LLC,None,Retail Marijuana Store,2 Miracle Way,Moffat,81143,2025-05-01
402R-01039,MISSISSIPPI SOCIAL LLC,Social Cannabis Dispensary,Retail Marijuana Store,8080 East Mississippi Avenue,Denver,80247,2025-05-01
