Business Name,License Type,City,County,Sales Last Month,Period
Kahd Holding,Retailer,Vashon,"King county, WA",$0,Sep 2023
Cannazone,Retailer,Mount Vernon,"Skagit county, WA",$0,Sep 2023
Green Rush Investment,Retailer,Auburn,"King county, WA",$0,Sep 2023
Dash Wrigley,Retailer,Tukwila,"King county, WA",$0,Sep 2023
Mount Baker Retail Partners,Retailer,Quincy,"Grant county, WA",$0,Sep 2023
Floyds,Retailer,Everett,"Snohomish county, WA",$0,Sep 2023
Have a Heart,Retailer,Bothell,"Snohomish county, WA",$0,Sep 2023
The Greenhouse,Retailer,Renton,"King county, WA",$0,Sep 2023
Cannazone,Retailer,North Bend,"King county, WA",$0,Sep 2023
Euphorium 420,Retailer,Arlington,"Snohomish county, WA",$0,Sep 2023
Kitsap Cannabis Port Orchard,Retailer,Port Orchard,"Kitsap county, WA",$0,Sep 2023
Token Herb,Retailer,Eastsound,"San Juan county, WA",$0,Sep 2023
Mount Baker Retail Partners,Retailer,Tukwila,"King county, WA",$0,Sep 2023
Jet Cannabis,Retailer,Everett,"Snohomish county, WA",$0,Sep 2023
Black Diamond Cannabis,Tier 3 Producer & Processor,Touchet,"Walla Walla county, WA","$219,256,250",Aug 2023
Northwest Cannabis Solutions,Tier None Producer & Processor,Tumwater,"Thurston county, WA","$2,807,428",Aug 2023
Mfused,Tier None Producer & Processor,Seattle,"King county, WA","$2,309,096",Aug 2023
Sunnco Washington,Tier None Producer & Processor,Moses Lake,"Grant county, WA","$2,182,235",Aug 2023
Joint Ventures,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$1,870,871",Aug 2023
Artizen Cannabis Company,Tier None Producer & Processor,Lacey,"Thurston county, WA","$1,791,444",Aug 2023
Cowlitz County Operating Holdings,Tier None Producer & Processor,Longview,"Cowlitz county, WA","$1,502,553",Aug 2023
Green2go,Retailer,Kennewick,"Benton county, WA","$1,449,175",Aug 2023
Edgemont Group,Processor,East Wenatchee,"Douglas county, WA","$1,417,622",Aug 2023
Forbidden Farms,Processor,Tacoma,"Pierce county, WA","$1,323,851",Aug 2023
Anonymous Buffalo,Processor,Seattle,"King county, WA","$1,226,933",Aug 2023
Nirvana Cannabis Company,Retailer,Richland,"Benton county, WA","$1,181,176",Aug 2023
Zips Cannabis,Retailer,Seattle,"King county, WA","$1,166,531",Aug 2023
Rolling Farms,Tier 3 Producer & Processor,Arlington,"Snohomish county, WA","$1,165,253",Aug 2023
Main Street Marijuana East,Retailer,Vancouver,"Clark county, WA","$1,150,010",Aug 2023
Nxnw Retail Cannabis And Glass,Retailer,Liberty Lake,"Spokane county, WA","$1,067,499",Aug 2023
Agro Couture,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$1,047,341",Aug 2023
Minglewood Brands,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$1,027,233",Aug 2023
1555 Industrial,Tier 3 Producer & Processor,Longview,"Cowlitz county, WA","$1,024,347",Aug 2023
Ncmx,Tier 3 Producer & Processor,Tacoma,"Pierce county, WA","$1,009,789",Aug 2023
Green Revolution,Tier None Producer & Processor,Poulsbo,"Kitsap county, WA","$996,664",Aug 2023
Locals Canna House,Retailer,Spokane Valley,"Spokane county, WA","$924,010",Aug 2023
Zips Cannabis,Retailer,Tacoma,"Pierce county, WA","$910,512",Aug 2023
Zips Cannabis,Retailer,Tacoma,"Pierce county, WA","$888,681",Aug 2023
Zips Cannabis,Retailer,Tacoma,"Pierce county, WA","$882,722",Aug 2023
Clear Choice Cannabis,Retailer,Tacoma,"Pierce county, WA","$872,610",Aug 2023
Greenside,Retailer,Des Moines,"King county, WA","$852,356",Aug 2023
Living Well Enterprises,Retailer,Burien,"King county, WA","$818,627",Aug 2023
The Green Nugget,Retailer,Spokane,"Spokane county, WA","$776,809",Aug 2023
Lifted Cannabis,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$768,881",Aug 2023
Main Street Marijuana,Retailer,Vancouver,"Clark county, WA","$767,824",Aug 2023
Evergreen Market South Renton,Retailer,Renton,"King county, WA","$757,254",Aug 2023
Harmony Farms,Tier 3 Producer & Processor,Lacey,"Thurston county, WA","$755,981",Aug 2023
Prc,Retailer,Arlington,"Snohomish county, WA","$739,874",Aug 2023
Spark Industries,Tier 2 Producer & Processor,Tumwater,"Thurston county, WA","$728,382",Aug 2023
Higher Leaf Marijuana Boutique,Retailer,Kirkland,"King county, WA","$728,098",Aug 2023
Zips Cannabis,Retailer,Tacoma,"Pierce county, WA","$727,182",Aug 2023
Zips Cannabis,Retailer,Tacoma,"Pierce county, WA","$712,728",Aug 2023
Botanica Seattle,Tier None Producer & Processor,Seattle,"King county, WA","$697,839",Aug 2023
Fire Bros,Tier None Producer & Processor,Seattle,"King county, WA","$686,116",Aug 2023
Kush 21 Buckley,Retailer,Buckley,"Pierce county, WA","$675,965",Aug 2023
Evergreen Market Auburn,Retailer,Auburn,"King county, WA","$638,974",Aug 2023
Mama Js,Tier None Producer & Processor,Longview,"Cowlitz county, WA","$636,990",Aug 2023
Avitas,Tier None Producer & Processor,Arlington,"Snohomish county, WA","$628,607",Aug 2023
Alpha Crux,Tier None Producer & Processor,Ellensburg,"Kittitas county, WA","$614,205",Aug 2023
2727,Tier None Producer & Processor,Lake Stevens,"Snohomish county, WA","$610,120",Aug 2023
Northwest Cannabis Connection,Retailer,Puyallup,"Pierce county, WA","$608,922",Aug 2023
Marley 420,Retailer,Covington,"King county, WA","$603,050",Aug 2023
28 Grahams Cannabis,Retailer,Graham,"Pierce county, WA","$592,421",Aug 2023
Peace Valley Farms,Tier 3 Producer & Processor,Omak,"Okanogan county, WA","$588,111",Aug 2023
Bloom,Retailer,Everett,"Snohomish county, WA","$577,225",Aug 2023
Shawn Kemps Cannabis,Retailer,Seattle,"King county, WA","$575,846",Aug 2023
The Reef,Retailer,Seattle,"King county, WA","$569,361",Aug 2023
Cannaseurs Choice,Tier None Producer & Processor,Renton,"King county, WA","$563,457",Aug 2023
Henri,Processor,Tacoma,"Pierce county, WA","$559,524",Aug 2023
Fairwinds Manufacturing,Tier None Producer & Processor,Vancouver,"Clark county, WA","$557,168",Aug 2023
Issaquah Cannabis Company,Retailer,Issaquah,"King county, WA","$546,058",Aug 2023
Washingtons Best,Tier None Producer & Processor,Elma,"Grays Harbor county, WA","$544,001",Aug 2023
Pend Oreille Cannabis Co,Retailer,Newport,"Pend Oreille county, WA","$543,175",Aug 2023
Euphorium 420,Retailer,Covington,"King county, WA","$540,960",Aug 2023
Have a Heart,Retailer,Seattle,"King county, WA","$537,952",Aug 2023
Canna4life,Retailer,Clarkston,"Asotin county, WA","$537,314",Aug 2023
420 Carpenter,Retailer,Lacey,"Thurston county, WA","$534,004",Aug 2023
Cinder,Retailer,Spokane Valley,"Spokane county, WA","$516,907",Aug 2023
Hannah Industries,Tier 2 Producer & Processor,Bellevue,"King county, WA","$516,619",Aug 2023
Buddys,Retailer,Renton,"King county, WA","$513,232",Aug 2023
Happy Time,Retailer,Yakima,"Yakima county, WA","$512,168",Aug 2023
The Herbery,Retailer,Vancouver,"Clark county, WA","$510,462",Aug 2023
Green Theory Factoria,Retailer,Bellevue,"King county, WA","$509,927",Aug 2023
Apex Cannabis,Retailer,Moses Lake,"Grant county, WA","$509,635",Aug 2023
The Stash Box,Retailer,Auburn,"King county, WA","$507,325",Aug 2023
Nwcs,Tier None Producer & Processor,Elma,"Grays Harbor county, WA","$501,366",Aug 2023
Mary Mart,Retailer,Tacoma,"Pierce county, WA","$500,559",Aug 2023
The Green Door,Retailer,Buckley,"Pierce county, WA","$496,533",Aug 2023
Optimum Extracts,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$489,065",Aug 2023
The Vault Cannabis,Retailer,Lake Stevens,"Snohomish county, WA","$485,077",Aug 2023
High 5 Cannabis,Retailer,Vancouver,"Clark county, WA","$476,519",Aug 2023
Higher Leaf Marijuana Bellevue,Retailer,Bellevue,"King county, WA","$475,341",Aug 2023
Herbal Nation,Retailer,Bothell,"Snohomish county, WA","$473,607",Aug 2023
Quality Green Trees,Tier 3 Producer & Processor,Poulsbo,"Kitsap county, WA","$471,814",Aug 2023
420 Capitol,Retailer,Tumwater,"Thurston county, WA","$466,816",Aug 2023
The Herbery,Retailer,Vancouver,"Clark county, WA","$466,491",Aug 2023
Primo Cannabis,Retailer,Otis Orchards,"Spokane county, WA","$463,991",Aug 2023
Kaleafa,Retailer,Des Moines,"King county, WA","$463,745",Aug 2023
Slow Burn,Retailer,Yakima,"Yakima county, WA","$459,815",Aug 2023
The Gallery Spanaway,Retailer,Spanaway,"Pierce county, WA","$458,081",Aug 2023
Blue Roots Cannabis,Tier None Producer & Processor,Airway Heights,"Spokane county, WA","$456,609",Aug 2023
The Herbery,Retailer,Vancouver,"Clark county, WA","$451,386",Aug 2023
Hashtag Cannabis,Retailer,Redmond,"King county, WA","$448,928",Aug 2023
A Greener Today Walla Walla,Retailer,Walla Walla,"Walla Walla county, WA","$447,543",Aug 2023
Samuel Enterprises,Retailer,Everett,"Snohomish county, WA","$440,980",Aug 2023
Bud Barn,Retailer,Yelm,"Thurston county, WA","$440,397",Aug 2023
The Gallery Canyon,Retailer,Puyallup,"Pierce county, WA","$439,587",Aug 2023
Uncle Ikes,Retailer,Seattle,"King county, WA","$438,223",Aug 2023
Uncle Ikes,Retailer,Seattle,"King county, WA","$433,188",Aug 2023
Origins Cannabis,Retailer,Seattle,"King county, WA","$431,076",Aug 2023
Sweet Jane,Retailer,Gig Harbor,"Pierce county, WA","$430,411",Aug 2023
Greener Daze Cannabis,Retailer,Longview,"Cowlitz county, WA","$429,683",Aug 2023
Block 13,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$425,939",Aug 2023
Budhut,Retailer,Maple Valley,"King county, WA","$425,304",Aug 2023
Fireline Cannabis,Tier None Producer & Processor,Arlington,"Snohomish county, WA","$417,434",Aug 2023
Seattles Private Reserve,Tier None Producer & Processor,Arlington,"Snohomish county, WA","$416,796",Aug 2023
Sativa Sisters,Retailer,Spokane,"Spokane county, WA","$416,631",Aug 2023
Nxnw Retailcannabis Glass,Retailer,Millwood,"Spokane county, WA","$413,621",Aug 2023
Clear Choice Cannabis,Retailer,Bremerton,"Kitsap county, WA","$412,169",Aug 2023
Bud Barn,Retailer,Olympia,"Thurston county, WA","$411,417",Aug 2023
Cascade Kropz,Retailer,Arlington,"Snohomish county, WA","$406,670",Aug 2023
Danks Wonder Emporium,Retailer,Edmonds,"Snohomish county, WA","$401,501",Aug 2023
Cinder,Retailer,Spokane,"Spokane county, WA","$401,254",Aug 2023
Craft Elixirs,Processor,Seattle,"King county, WA","$400,930",Aug 2023
Craft Cannabis,Retailer,Vancouver,"Clark county, WA","$400,793",Aug 2023
Pacala,Tier 3 Producer & Processor,Port Townsend,"Jefferson county, WA","$400,472",Aug 2023
Trigonal Industries,Processor,Tacoma,"Pierce county, WA","$396,748",Aug 2023
Cannabis Glass,Retailer,Spokane,"Spokane county, WA","$395,873",Aug 2023
Hangar 420 Snohomish,Retailer,Snohomish,"Snohomish county, WA","$394,014",Aug 2023
A Greener Today Marijuana,Retailer,Seattle,"King county, WA","$392,600",Aug 2023
Cinder,Retailer,Spokane,"Spokane county, WA","$392,252",Aug 2023
Craft Cannabis,Retailer,Wenatchee,"Chelan county, WA","$389,034",Aug 2023
The Joint,Retailer,Burien,"King county, WA","$387,756",Aug 2023
Lucky Leaf,Retailer,Spokane,"Spokane county, WA","$386,184",Aug 2023
Green Lady,Retailer,Olympia,"Thurston county, WA","$383,364",Aug 2023
Conscious Cannabis,Tier None Producer & Processor,Spokane Valley,"Spokane county, WA","$382,164",Aug 2023
Green Lady Westside,Retailer,Olympia,"Thurston county, WA","$381,744",Aug 2023
Dogtown Pioneers,Tier 3 Producer & Processor,Clayton,"Stevens county, WA","$381,151",Aug 2023
112th Street Cannabis,Retailer,Puyallup,"Pierce county, WA","$380,901",Aug 2023
Evergreen Market Kirkland,Retailer,Kirkland,"King county, WA","$375,442",Aug 2023
Natures Gifts,Retailer,Sequim,"Clallam county, WA","$375,222",Aug 2023
Kush 21,Retailer,Everett,"Snohomish county, WA","$373,955",Aug 2023
Firetree,Processor,Oak Harbor,"Island county, WA","$371,052",Aug 2023
A Greener Today Marijuana,Retailer,Bothell,"Snohomish county, WA","$369,958",Aug 2023
Canna West Seattle,Retailer,Seattle,"King county, WA","$369,647",Aug 2023
Better Buds,Retailer,Silverdale,"Kitsap county, WA","$369,522",Aug 2023
Cannabis Country Store,Retailer,Battle Ground,"Clark county, WA","$368,817",Aug 2023
Double Delicious,Tier None Producer & Processor,Malaga,"Chelan county, WA","$363,743",Aug 2023
Uncle Ikes,Retailer,Seattle,"King county, WA","$362,613",Aug 2023
The Novel Tree,Retailer,Bellevue,"King county, WA","$359,990",Aug 2023
Pacific Northwest Consulting,Tier 1 Producer & Processor,Woodland,"Cowlitz county, WA","$358,398",Aug 2023
Free Rain Farms,Tier 3 Producer & Processor,Ferndale,"Whatcom county, WA","$356,472",Aug 2023
Apex Cannabis,Retailer,Otis Orchards,"Spokane county, WA","$349,760",Aug 2023
420 Farms,Tier 3 Producer & Processor,Quincy,"Grant county, WA","$347,422",Aug 2023
Mountain Hi,Tier 1 Producer & Processor,Arlington,"Snohomish county, WA","$345,840",Aug 2023
Green Corners Tacoma,Retailer,Tacoma,"Pierce county, WA","$345,583",Aug 2023
Floyds Cannabis Company,Retailer,Pullman,"Whitman county, WA","$345,312",Aug 2023
420 Grand Central,Retailer,Rochester,"Thurston county, WA","$344,191",Aug 2023
Evergreen Market Renton Highlands,Retailer,Renton,"King county, WA","$341,998",Aug 2023
The Bake Shop,Retailer,Prosser,"Benton county, WA","$340,733",Aug 2023
The Happy Crop Shoppe,Retailer,East Wenatchee,"Douglas county, WA","$340,022",Aug 2023
Canna Organix,Tier 3 Producer & Processor,Sequim,"Clallam county, WA","$339,769",Aug 2023
Nirvana Cannabis Company,Retailer,Otis Orchards,"Spokane county, WA","$337,813",Aug 2023
Sativa Sisters Ii,Retailer,Clarkston,"Asotin county, WA","$335,087",Aug 2023
Skord,Tier 2 Producer & Processor,Battle Ground,"Clark county, WA","$334,598",Aug 2023
The Vault,Retailer,Spokane,"Spokane county, WA","$331,702",Aug 2023
Spokane Green Leaf,Retailer,Spokane,"Spokane county, WA","$330,617",Aug 2023
Xtracted Labs,Tier None Producer & Processor,Seattle,"King county, WA","$329,989",Aug 2023
Local Roots,Retailer,Yakima,"Yakima county, WA","$327,979",Aug 2023
Dockside Cannabis,Retailer,Seattle,"King county, WA","$326,271",Aug 2023
Uncle Ikes,Retailer,Seattle,"King county, WA","$324,355",Aug 2023
Pot Zone,Retailer,Port Orchard,"Kitsap county, WA","$324,021",Aug 2023
Buds Garage,Retailer,Everett,"Snohomish county, WA","$323,495",Aug 2023
The Slow Burn,Retailer,Union Gap,"Yakima county, WA","$322,871",Aug 2023
Craft Cannabis,Retailer,Vancouver,"Clark county, WA","$322,512",Aug 2023
The Marijuana Mercantile,Retailer,Granite Falls,"Snohomish county, WA","$321,659",Aug 2023
Kushman,Retailer,Everett,"Snohomish county, WA","$318,409",Aug 2023
Evergreen Market Bellevue,Retailer,Bellevue,"King county, WA","$317,968",Aug 2023
Clutch Cannabis,Retailer,Seattle,"King county, WA","$317,138",Aug 2023
Try Try Again,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$314,764",Aug 2023
Fire And Frost Cannabis,Retailer,Vancouver,"Clark county, WA","$313,456",Aug 2023
Floyds,Retailer,Sedro Woolley,"Skagit county, WA","$313,090",Aug 2023
Alki Herbal,Tier 2 Producer & Processor,Seattle,"King county, WA","$312,685",Aug 2023
Toker Friendly,Retailer,Airway Heights,"Spokane county, WA","$310,687",Aug 2023
Green Room Oh,Retailer,Oak Harbor,"Island county, WA","$308,677",Aug 2023
Smokane,Retailer,Spokane,"Spokane county, WA","$308,086",Aug 2023
Western Bud,Retailer,Bellingham,"Whatcom county, WA","$307,533",Aug 2023
The Joint,Retailer,Seattle,"King county, WA","$307,281",Aug 2023
Agrijuana,Tier None Producer & Processor,Battle Ground,"Clark county, WA","$306,024",Aug 2023
Bella Janes,Tier None Producer & Processor,Olympia,"Thurston county, WA","$305,948",Aug 2023
Dewey Botanicals,Tier 3 Producer & Processor,Pullman,"Whitman county, WA","$305,258",Aug 2023
Cannabis 21,Retailer,Aberdeen,"Grays Harbor county, WA","$304,157",Aug 2023
Greenlight,Retailer,Millwood,"Spokane county, WA","$303,091",Aug 2023
The Top Shelf,Retailer,Airway Heights,"Spokane county, WA","$302,679",Aug 2023
Kokua Services,Tier 2 Producer & Processor,Lacey,"Thurston county, WA","$301,752",Aug 2023
Hashtag,Retailer,Seattle,"King county, WA","$301,256",Aug 2023
Origins,Retailer,Redmond,"King county, WA","$298,249",Aug 2023
The Kushery,Retailer,Snohomish,"Snohomish county, WA","$298,055",Aug 2023
420 Holiday,Retailer,Longview,"Cowlitz county, WA","$296,355",Aug 2023
Cascade Herb Company,Retailer,Bellingham,"Whatcom county, WA","$296,158",Aug 2023
Cliffs Cannabis,Retailer,Issaquah,"King county, WA","$293,668",Aug 2023
Uncle Ikes,Retailer,Seattle,"King county, WA","$292,664",Aug 2023
Green Theory,Retailer,Bellevue,"King county, WA","$291,955",Aug 2023
420 West,Retailer,Olympia,"Thurston county, WA","$291,359",Aug 2023
Herban Market,Retailer,Port Orchard,"Kitsap county, WA","$289,182",Aug 2023
Craft Tacoma,Retailer,Tacoma,"Pierce county, WA","$287,038",Aug 2023
The M Store,Retailer,Yakima,"Yakima county, WA","$286,071",Aug 2023
The Gallery Parkland,Retailer,Tacoma,"Pierce county, WA","$285,960",Aug 2023
Theorem Cannabis,Retailer,Kenmore,"King county, WA","$284,472",Aug 2023
The Fire House,Retailer,Ellensburg,"Kittitas county, WA","$283,811",Aug 2023
Green Dreams,Retailer,Snohomish,"Snohomish county, WA","$282,375",Aug 2023
Walden Cannabis,Tier None Producer & Processor,Everett,"Snohomish county, WA","$279,296",Aug 2023
Redbird,Tier None Producer & Processor,Spokane Valley,"Spokane county, WA","$278,226",Aug 2023
Kushman,Retailer,Lynnwood,"Snohomish county, WA","$278,063",Aug 2023
Bloom,Retailer,Tacoma,"Pierce county, WA","$276,341",Aug 2023
WA Grower,Tier 2 Producer & Processor,Lacey,"Thurston county, WA","$276,164",Aug 2023
Kush21,Retailer,Spokane,"Spokane county, WA","$275,563",Aug 2023
Forbidden Cannabis Club Olympia,Retailer,Lacey,"Thurston county, WA","$275,317",Aug 2023
Evergreen Market - Renton Airport,Retailer,Renton,"King county, WA","$274,709",Aug 2023
Dose Oil,Processor,Seattle,"King county, WA","$274,014",Aug 2023
Hypothesis Gardens,Tier 2 Producer & Processor,Spokane Valley,"Spokane county, WA","$271,676",Aug 2023
The Herbery,Retailer,Vancouver,"Clark county, WA","$271,366",Aug 2023
A Greener Today Marijuana Gold Bar,Retailer,Gold Bar,"Snohomish county, WA","$270,355",Aug 2023
Gypsy Green,Retailer,Chehalis,"Lewis county, WA","$268,478",Aug 2023
Lux Pot Shop,Retailer,Seattle,"King county, WA","$268,360",Aug 2023
The Joint,Retailer,Tacoma,"Pierce county, WA","$267,484",Aug 2023
Seattle Cannabis Co,Retailer,Seattle,"King county, WA","$265,427",Aug 2023
Western Bud,Retailer,Burlington,"Skagit county, WA","$259,430",Aug 2023
Herbal E Scents,Retailer,Colville,"Stevens county, WA","$259,196",Aug 2023
Nalley Valley Partners,Tier 2 Producer & Processor,Tacoma,"Pierce county, WA","$258,643",Aug 2023
Prc,Retailer,Edmonds,"Snohomish county, WA","$257,626",Aug 2023
Afterglow Enterprises,Tier 3 Producer & Processor,Arlington,"Snohomish county, WA","$257,439",Aug 2023
Washington Herbals,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$256,490",Aug 2023
1555 Industrial,Tier None Producer & Processor,Longview,"Cowlitz county, WA","$256,265",Aug 2023
Canna Processing,Processor,Raymond,"Pacific county, WA","$254,881",Aug 2023
Ruckus,Tier None Producer & Processor,Seattle,"King county, WA","$254,373",Aug 2023
Mt Baker Homegrown,Tier 1 Producer & Processor,Bellingham,"Whatcom county, WA","$253,353",Aug 2023
Olympus Horticulture,Tier None Producer & Processor,Port Angeles,"Clallam county, WA","$252,864",Aug 2023
The Kushery,Retailer,Everett,"Snohomish county, WA","$251,331",Aug 2023
Sunbloom,Processor,Seattle,"King county, WA","$249,384",Aug 2023
O Yeah,Tier 3 Producer & Processor,Raymond,"Pacific county, WA","$249,117",Aug 2023
Jab Heights Pullman,Retailer,Pullman,"Whitman county, WA","$249,032",Aug 2023
The Kushery,Retailer,Everett,"Snohomish county, WA","$248,022",Aug 2023
Greenhand,Retailer,Spokane,"Spokane county, WA","$246,417",Aug 2023
Treehouse Club,Retailer,Spokane Valley,"Spokane county, WA","$242,639",Aug 2023
Fillabong,Retailer,Silverdale,"Kitsap county, WA","$241,752",Aug 2023
Cannarail Station,Retailer,Ephrata,"Grant county, WA","$241,253",Aug 2023
Lucid Puyallup,Retailer,Puyallup,"Pierce county, WA","$238,681",Aug 2023
420 Spot Shop,Retailer,Port Orchard,"Kitsap county, WA","$238,532",Aug 2023
Walla Walla Weedery,Retailer,Walla Walla,"Walla Walla county, WA","$237,142",Aug 2023
Forbidden Cannabis Super Chronic,Retailer,Lacey,"Thurston county, WA","$236,226",Aug 2023
Lidz Cannabis,Retailer,Spokane,"Spokane county, WA","$233,501",Aug 2023
Herbs House,Retailer,Seattle,"King county, WA","$230,521",Aug 2023
Ocean Greens,Retailer,Seattle,"King county, WA","$229,673",Aug 2023
Lidz Cannabis,Retailer,Spokane,"Spokane county, WA","$229,673",Aug 2023
Apex Cannabis,Retailer,Spokane,"Spokane county, WA","$229,479",Aug 2023
Gabriel,Tier 3 Producer & Processor,Issaquah,"King county, WA","$228,931",Aug 2023
The Vault,Retailer,Seattle,"King county, WA","$226,581",Aug 2023
Curations Corporation,Tier None Producer & Processor,Spokane,"Spokane county, WA","$225,626",Aug 2023
Yakima Weed Co,Retailer,Yakima,"Yakima county, WA","$225,134",Aug 2023
Lao Ban Green Group,Processor,East Wenatchee,"Douglas county, WA","$224,650",Aug 2023
365 Recreational Cannabis,Retailer,Shoreline,"King county, WA","$224,061",Aug 2023
Inland Empire Growing,Tier 2 Producer & Processor,Airway Heights,"Spokane county, WA","$224,031",Aug 2023
20after4,Retailer,Woodland,"Cowlitz county, WA","$222,910",Aug 2023
Ec3,Tier None Producer & Processor,Blaine,"Whatcom county, WA","$222,360",Aug 2023
Lucid Auburn 21+ Cannabis 21+ Marijuana,Retailer,Auburn,"King county, WA","$220,466",Aug 2023
Trove Medical And Recreational,Retailer,Bellingham,"Whatcom county, WA","$219,952",Aug 2023
Dockside Cannabis,Retailer,Seattle,"King county, WA","$219,420",Aug 2023
Bacons Buds,Tier None Producer & Processor,Washougal,"Skamania county, WA","$219,326",Aug 2023
Whole Brands Group Dba Picc Platform,Tier None Producer & Processor,Spokane,"Spokane county, WA","$218,651",Aug 2023
Stickys,Retailer,Vancouver,"Clark county, WA","$217,159",Aug 2023
Kush,Retailer,Kirkland,"King county, WA","$217,032",Aug 2023
Ag Grow,Tier 2 Producer & Processor,Pullman,"Whitman county, WA","$216,958",Aug 2023
Euphorium,Retailer,Woodinville,"Snohomish county, WA","$216,616",Aug 2023
Uncle Andos Wurld of Weed,Retailer,Centralia,"Lewis county, WA","$216,150",Aug 2023
Bayshore Cannabis Co,Retailer,Shelton,"Mason county, WA","$215,705",Aug 2023
Dcz Distribution,Tier None Producer & Processor,Arlington,"Snohomish county, WA","$215,606",Aug 2023
The Bakeree,Retailer,Seattle,"King county, WA","$214,136",Aug 2023
Dockside Cannabis,Retailer,Shoreline,"King county, WA","$213,373",Aug 2023
Seattle Tonics,Retailer,Seattle,"King county, WA","$213,219",Aug 2023
Sound Cannabis,Tier None Producer & Processor,Aberdeen,"Grays Harbor county, WA","$213,060",Aug 2023
Kushklub,Retailer,Shoreline,"King county, WA","$212,660",Aug 2023
Pacific NW Cultivation,Tier None Producer & Processor,Vancouver,"Clark county, WA","$212,547",Aug 2023
Greenfield Company Cannabis Mercantile,Retailer,Clarkston,"Asotin county, WA","$212,151",Aug 2023
Cannazone,Retailer,Bellingham,"Whatcom county, WA","$210,952",Aug 2023
Canna Pacific,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$210,712",Aug 2023
Genes Green Acers,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$209,960",Aug 2023
2020 Solutions Iron Street,Retailer,Bellingham,"Whatcom county, WA","$209,456",Aug 2023
Main Street Marijuana North,Retailer,Vancouver,"Clark county, WA","$209,174",Aug 2023
Cannagold Usa,Tier 3 Producer & Processor,Raymond,"Pacific county, WA","$208,065",Aug 2023
THC of Olympia,Retailer,Olympia,"Thurston county, WA","$208,036",Aug 2023
Verdelux Chocolates,Tier 1 Producer & Processor,Bellingham,"Whatcom county, WA","$207,627",Aug 2023
Altitude,Retailer,Prosser,"Benton county, WA","$207,418",Aug 2023
Birch Bay Budz,Retailer,Blaine,"Whatcom county, WA","$206,662",Aug 2023
Paper And Leaf,Retailer,Bainbridge Island,"Kitsap county, WA","$206,008",Aug 2023
The Bakeree,Retailer,Seattle,"King county, WA","$204,513",Aug 2023
Euphorium 420,Retailer,Lynnwood,"Snohomish county, WA","$204,302",Aug 2023
American Mary,Retailer,Seattle,"King county, WA","$204,060",Aug 2023
Greenway Marijuana,Retailer,Port Orchard,"Kitsap county, WA","$202,244",Aug 2023
Marijuana Mart,Retailer,Rochester,"Thurston county, WA","$201,150",Aug 2023
Lovely Buds Division,Retailer,Spokane,"Spokane county, WA","$201,033",Aug 2023
Destination Highway 420,Retailer,Bremerton,"Kitsap county, WA","$200,147",Aug 2023
Svin Garden,Tier 2 Producer & Processor,Stanwood,"Snohomish county, WA","$200,009",Aug 2023
Kaleafa,Retailer,Oak Harbor,"Island county, WA","$199,785",Aug 2023
4evergreen Trees,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$199,481",Aug 2023
Mary Janes,Retailer,Moses Lake,"Grant county, WA","$198,771",Aug 2023
Shelton Cannabis Company,Retailer,Shelton,"Mason county, WA","$198,482",Aug 2023
A Greener Today Marijuana Lynnwood,Retailer,Lynnwood,"Snohomish county, WA","$197,229",Aug 2023
Cult Cannabis Co,Retailer,Ferndale,"Whatcom county, WA","$196,502",Aug 2023
Green Solution Place,Retailer,Cheney,"Spokane county, WA","$196,460",Aug 2023
A Greener Today Marijuana,Retailer,Shoreline,"King county, WA","$195,379",Aug 2023
Have a Heart,Retailer,Seattle,"King county, WA","$194,644",Aug 2023
Starbuds,Retailer,Bellingham,"Whatcom county, WA","$194,405",Aug 2023
Mr Greens Cannabis,Retailer,Lake Forest Park,"King county, WA","$193,595",Aug 2023
Sky High Gardens,Tier 3 Producer & Processor,Seattle,"King county, WA","$193,365",Aug 2023
Peak Supply,Tier 3 Producer & Processor,Cheney,"Spokane county, WA","$192,797",Aug 2023
T Brothers Bud Lodge,Retailer,Lacey,"Thurston county, WA","$192,588",Aug 2023
2020 Solutions Pacific Highway,Retailer,Bellingham,"Whatcom county, WA","$191,965",Aug 2023
The Reef,Retailer,Bremerton,"Kitsap county, WA","$188,340",Aug 2023
Dockside Cannabis,Retailer,Seattle,"King county, WA","$187,617",Aug 2023
Trippy Hippie Cannabis Co,Retailer,Bellingham,"Whatcom county, WA","$187,597",Aug 2023
The Happy Crop Shoppe,Retailer,Wenatchee,"Chelan county, WA","$187,597",Aug 2023
Ttl Holdings,Tier 2 Producer & Processor,Seattle,"King county, WA","$187,245",Aug 2023
Trinidad Productions,Processor,Quincy,"Grant county, WA","$187,153",Aug 2023
